	Protein	Protein ID	Protein entry name	Gene name	Protein length	Organism	Protein Existence	Protein name	Protein Probability	Top Peptide Probability	Total peptides	Spectral count Combined	Unique spectral count Combined	Total spectral count Combined	Spectral count Ctrl_acetylated_1	Spectral count Ctrl_acetylated_2	Spectral count Ctrl_acetylated_3	Spectral count GFP_Atg8_acetylated_1	Spectral count GFP_Atg8_acetylated_2	Spectral count GFP_Atg8_acetylated_3	Unique spectral count Ctrl_acetylated_1	Unique spectral count Ctrl_acetylated_2	Unique spectral count Ctrl_acetylated_3	Unique spectral count GFP_Atg8_acetylated_1	Unique spectral count GFP_Atg8_acetylated_2	Unique spectral count GFP_Atg8_acetylated_3	Total spectral count Ctrl_acetylated_1	Total spectral count Ctrl_acetylated_2	Total spectral count Ctrl_acetylated_3	Total spectral count GFP_Atg8_acetylated_1	Total spectral count GFP_Atg8_acetylated_2	Total spectral count GFP_Atg8_acetylated_3	Intensity Ctrl_acetylated_1	Intensity Ctrl_acetylated_2	Intensity Ctrl_acetylated_3	Intensity GFP_Atg8_acetylated_1	Intensity GFP_Atg8_acetylated_2	Intensity GFP_Atg8_acetylated_3	LFQ intensity Ctrl_acetylated_1	LFQ intensity Ctrl_acetylated_2	LFQ intensity Ctrl_acetylated_3	LFQ intensity GFP_Atg8_acetylated_1	LFQ intensity GFP_Atg8_acetylated_2	LFQ intensity GFP_Atg8_acetylated_3	Indistinguishable Proteins	Protein reported by software	Representative protein	Potential contaminant	Leading proteins	Leading potential contaminants	Molecular weight [kDa]	Fasta header	iBAQ peptides	iBAQ intensity Ctrl_acetylated_1	iBAQ intensity Ctrl_acetylated_2	iBAQ intensity Ctrl_acetylated_3	iBAQ intensity GFP_Atg8_acetylated_1	iBAQ intensity GFP_Atg8_acetylated_2	iBAQ intensity GFP_Atg8_acetylated_3	Sequence coverage	Valid	Expression Ctrl_acetylated_1	Expression Ctrl_acetylated_2	Expression Ctrl_acetylated_3	Expression GFP_Atg8_acetylated_1	Expression GFP_Atg8_acetylated_2	Expression GFP_Atg8_acetylated_3	Missing total	Missing Ctrl_acetylated	Missing GFP_Atg8_acetylated	Missing Ctrl_acetylated_1	Missing Ctrl_acetylated_2	Missing Ctrl_acetylated_3	Missing GFP_Atg8_acetylated_1	Missing GFP_Atg8_acetylated_2	Missing GFP_Atg8_acetylated_3	Events total	Events Ctrl_acetylated	Events GFP_Atg8_acetylated	Expression Ctrl_acetylated	Expression GFP_Atg8_acetylated	P-value GFP_Atg8_acetylated vs Ctrl_acetylated	Adjusted p-value GFP_Atg8_acetylated vs Ctrl_acetylated	Average expression GFP_Atg8_acetylated vs Ctrl_acetylated	Ratio [log2] GFP_Atg8_acetylated vs Ctrl_acetylated
248	sp|P26784|RL16A_YEAST	P26784	RL16A_YEAST	RPL16A	199	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L16-A	1.0	0.999	6	19	19	26	4	3	3	2	3	4	4	3	3	2	3	4	5	4	5	3	4	5	19733698.0	12730284.0	13211428.0	12417677.0	24744310.0	13081827.0	10399362.0	7040968.5	7082460.5	6385180.0	13371137.0	7145812.0		P26784	P26784	False	P26784	False	22.19	sp|P26784|RL16A_YEAST 60S ribosomal protein L16-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL16A PE=1 SV=3	11	21004662.244669665	10423629.294809012	10891829.809164999	10671912.005659128	20685607.465456683	10952252.65124917	18.1	True	22.858935363566555	22.900217304814692	23.080188922698788	22.742196456101908	23.203472762308103	23.075723754328806	0	0	0	False	False	False	False	False	False	6	3	3	22.946447197026675	23.00713099091294	0.7171841400835328	0.9965342103788666	22.976789093969806	0.0606837938862661
249	sp|P26785|RL16B_YEAST	P26785	RL16B_YEAST	RPL16B	198	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L16-B	1.0	0.999	7	35	28	35	6	5	7	7	5	5	5	4	5	6	4	4	6	5	7	7	5	5	82546100.0	48698740.0	40581384.0	46862324.0	81672536.0	46935548.0	27057608.0	15955805.0	15005387.0	14746826.0	25074156.0	16325828.0		P26785	P26785	False	P26785	False	22.24	sp|P26785|RL16B_YEAST 60S ribosomal protein L16-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL16B PE=1 SV=3	11	87862546.0932222	39874806.63308748	33456302.221710738	40274086.53878562	68276141.88491738	39294968.51019607	28.3	True	24.238474646687617	24.080452908556044	24.163346894683663	23.949801733170286	24.11055175398162	24.267710053880613	0	0	0	False	False	False	False	False	False	6	3	3	24.160758149975777	24.109354513677506	0.690813100845908	0.9965342103788666	24.13505633182664	-0.05140363629827149
250	sp|P26786|RS7A_YEAST	P26786	RS7A_YEAST	RPS7A	190	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	40S ribosomal protein S7-A	1.0	0.999	9	47	26	47	8	8	5	8	9	9	4	5	3	4	5	5	8	8	5	8	9	9	55037852.0	37393396.0	23930174.0	32699750.0	49299080.0	41933544.0	24835008.0	15588009.0	10460195.0	14588166.0	21693688.0	15374998.0		P26786	P26786	False	P26786	False	21.61	sp|P26786|RS7A_YEAST 40S ribosomal protein S7-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS7A PE=1 SV=4	11	58582607.87877249	30617926.35403846	19728630.58495306	28102587.513514165	41212764.36029723	35107234.52085659	42.1	True	24.114815553211617	24.04680818104219	23.642776113798877	23.93419578194503	23.901625950541533	24.181140113609743	0	0	0	False	False	False	False	False	False	6	3	3	23.934799949350893	24.005653948698768	0.6863691283484106	0.9965342103788666	23.97022694902483	0.07085399934787517
251	sp|P27476|NSR1_YEAST	P27476	NSR1_YEAST	NSR1	414	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Nuclear localization sequence-binding protein	1.0	0.999	16	108	108	108	12	16	21	16	29	14	12	16	21	16	29	14	12	16	21	16	29	14	163828700.0	112838490.0	160967200.0	137601840.0	470794780.0	119440470.0	44227490.0	29877216.0	51409760.0	34872104.0	128211064.0	32698912.0		P27476	P27476	False	P27476	False	44.51	sp|P27476|NSR1_YEAST Nuclear localization sequence-binding protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NSR1 PE=1 SV=1	20	95909118.51472655	50816040.27610912	72987949.59877186	65041239.24009559	216464787.61082128	54998297.43377365	23.7	True	24.947383710389218	24.985417233543767	25.939908644161854	25.191470671912196	26.464799473546716	25.26979652415384	0	0	0	False	False	False	False	False	False	6	3	3	25.29090319603161	25.64202222320425	0.4518260298052795	0.9965342103788666	25.46646270961793	0.3511190271726399
252	sp|P27614|CBPS_YEAST	P27614	CBPS_YEAST	CPS1	576	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Carboxypeptidase S	0.6023	0.9829	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	4835272.5	3681648.0	2392496.8	4068235.0	5868767.5	3385342.5	0.0	0.0	0.0	0.0	0.0	0.0		P27614	P27614	False	P27614	False	64.56	sp|P27614|CBPS_YEAST Carboxypeptidase S OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CPS1 PE=1 SV=2	25	2264544.4821499437	1326403.9463871352	867870.8996795517	1538369.2306436035	2158701.0976201403	1247068.593954427	1.6	False							6	3	3	True	True	True	True	True	True	0	0	0						
253	sp|P27692|SPT5_YEAST	P27692	SPT5_YEAST	SPT5	1063	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Transcription elongation factor SPT5	1.0	0.999	3	5	5	5	1	0	2	0	2	0	1	0	2	0	2	0	1	0	2	0	2	0	5688108.0	4365424.5	4790126.0	4055016.8	5513379.5	1851149.5	2577429.8	2040645.1	2214974.8	1817829.2	2605534.0	850693.4		P27692	P27692	False	P27692	False	115.58	sp|P27692|SPT5_YEAST Transcription elongation factor SPT5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPT5 PE=1 SV=1	49	1359163.3767504622	802424.0780957341	886532.4294734417	782332.0807379772	1034683.2617078961	347914.99846651935	3.7	True	20.846445381077892	21.11346871359545	21.403228557392183	20.929685818464694	20.8440015996136	20.005336962221136	0	0	0	False	False	False	False	False	False	6	3	3	21.121047550688505	20.593008126766478	0.14987206579519352	0.9965342103788666	20.85702783872749	-0.5280394239220279
254	sp|P27809|KRE2_YEAST	P27809	KRE2_YEAST	KRE2	442	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Glycolipid 2-alpha-mannosyltransferase	0.9621	0.999	1	2	2	2	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	2039637.4	1639945.1	2272219.8	1796151.9	3809504.0	1864021.0	0.0	0.0	0.0	0.0	0.0	0.0		P27809	P27809	False	P27809	False	51.35	sp|P27809|KRE2_YEAST Glycolipid 2-alpha-mannosyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KRE2 PE=1 SV=1	23	1038305.2283251465	642206.9836832066	895913.8974450072	738260.7639008837	1523092.2710381534	746364.0319392013	2.7	False							6	3	3	True	True	True	True	True	True	0	0	0						
255	sp|P27882|ERV1_YEAST	P27882	ERV1_YEAST	ERV1	189	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Mitochondrial FAD-linked sulfhydryl oxidase ERV1	1.0	0.999	9	46	46	46	8	6	8	7	9	8	8	6	8	7	9	8	8	6	8	7	9	8	114753000.0	83265940.0	71947320.0	78941280.0	86868020.0	83341090.0	18130554.0	14110382.0	12127598.0	13972996.0	14919033.0	13997454.0		P27882	P27882	False	P27882	False	21.63	sp|P27882|ERV1_YEAST Mitochondrial FAD-linked sulfhydryl oxidase ERV1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERV1 PE=1 SV=2	11	122143756.66246529	68178627.5501638	59315159.92559873	67843155.67026737	72619433.03415778	69774097.6020013	42.3	True	23.66086335067434	23.903128556944292	23.85616020472565	23.87203864782702	23.361504641799186	24.045718329738303	0	0	0	False	False	False	False	False	False	6	3	3	23.806717370781428	23.7597538731215	0.8226160164877053	0.9965342103788666	23.783235621951462	-0.046963497659927356
256	sp|P28000|RPAC2_YEAST	P28000	RPAC2_YEAST	RPC19	142	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	DNA-directed RNA polymerases I and III subunit RPAC2	0.9528	0.9987	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1664045.0	949982.9	1339095.1	1125728.9	1702121.2	898751.7	0.0	0.0	0.0	0.0	0.0	0.0		P28000	P28000	False	P28000	False	16.14	sp|P28000|RPAC2_YEAST DNA-directed RNA polymerases I and III subunit RPAC2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPC19 PE=1 SV=1	7	2783344.329758342	1222337.9580094635	1734830.9055112267	1520303.6467782622	2236032.2203953327	1182413.616129314	7.7	False							6	3	3	True	True	True	True	True	True	0	0	0						
257	sp|P28241|IDH2_YEAST	P28241	IDH2_YEAST	IDH2	369	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Isocitrate dehydrogenase [NAD] subunit 2, mitochondrial	1.0	0.9988	2	12	12	12	3	2	3	2	2	0	3	2	3	2	2	0	3	2	3	2	2	0	12885282.0	7185327.5	9253673.0	9077324.0	18372088.0	6551472.0	13003886.0	5783550.5	7386651.0	6219944.0	12534552.0	4855119.0		P28241	P28241	False	P28241	False	39.71	sp|P28241|IDH2_YEAST Isocitrate dehydrogenase [NAD] subunit 2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IDH2 PE=1 SV=1	12	12572237.937488697	5393104.953771159	6993211.645265991	7151072.034403288	14078710.780973816	5027885.518828472	5.4	True	23.18138315535816	22.61639884634575	23.14085868789334	22.704370757029363	23.11026104710013	22.518132452778488	0	0	0	False	False	False	False	False	False	6	3	3	22.979546896532415	22.777588085635994	0.411930577725441	0.9965342103788666	22.878567491084205	-0.20195881089642143
258	sp|P28272|PYRD_YEAST	P28272	PYRD_YEAST	URA1	314	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Dihydroorotate dehydrogenase (fumarate)	1.0	0.9987	4	18	18	18	3	4	3	2	3	3	3	4	3	2	3	3	3	4	3	2	3	3	13960654.0	8165222.0	5440091.0	8038877.0	9539046.0	6725174.0	9535413.0	4432548.0	2816171.8	4242625.0	5169119.5	3604487.5		P28272	P28272	False	P28272	False	34.78	sp|P28272|PYRD_YEAST Dihydroorotate dehydrogenase (fumarate) OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=URA1 PE=1 SV=1	15	10897187.27776099	4902868.988709701	3288960.6306604273	5066390.799994166	5847891.4213955505	4128953.6111825556	12.4	True	22.733807673050112	22.232579670703558	21.749673620194542	22.15242633198778	21.832341073755465	22.08841994201452	0	0	0	False	False	False	False	False	False	6	3	3	22.238686987982735	22.024395782585923	0.4586888893653799	0.9965342103788666	22.13154138528433	-0.2142912053968118
259	sp|P28274|URA7_YEAST	P28274	URA7_YEAST	URA7	579	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	CTP synthase 1	1.0	0.9988	3	6	2	6	1	1	1	1	2	0	0	0	0	1	1	0	1	1	1	1	2	0	7364194.0	6296529.0	5258204.0	5711292.0	11419866.0	4743338.0	5079480.0	3921419.0	3486904.0	3688996.5	7462000.0	3199658.2		P28274	P28274	False	P28274	False	64.67	sp|P28274|URA7_YEAST CTP synthase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=URA7 PE=1 SV=2	30	2874113.245975576	1890399.1079857538	1589497.8543540156	1799731.3085447308	3500462.017631885	1456097.8321274244	4.8	True	21.825193058813053	22.055819217294456	22.05788491718861	21.95069758587742	22.361984878934216	21.91654359495637	0	0	0	False	False	False	False	False	False	6	3	3	21.979632397765375	22.076408686589335	0.6049565849940961	0.9965342103788666	22.028020542177355	0.0967762888239605
260	sp|P28707|SBA1_YEAST	P28707	SBA1_YEAST	SBA1	216	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Co-chaperone protein SBA1	0.9999	0.9923	1	8	8	8	2	1	1	2	1	1	2	1	1	2	1	1	2	1	1	2	1	1	9348410.0	4080483.5	10710067.0	7079713.0	5799827.5	6870018.0	0.0	0.0	0.0	0.0	0.0	0.0		P28707	P28707	False	P28707	False	24.07	sp|P28707|SBA1_YEAST Co-chaperone protein SBA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SBA1 PE=1 SV=3	8	13681939.773285372	4594044.414321716	12140762.689471358	8366045.595469778	6666696.835332905	7908527.430848581	4.6	False							6	3	3	True	True	True	True	True	True	0	0	0						
261	sp|P28777|AROC_YEAST	P28777	AROC_YEAST	ARO2	376	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Chorismate synthase	1.0	0.9985	4	25	25	25	5	5	3	5	4	3	5	5	3	5	4	3	5	5	3	5	4	3	10381056.0	5964273.5	5893010.0	4732395.0	8276517.5	5405281.5	10062934.0	3778821.5	4133832.2	3592806.5	4667723.0	3716163.5		P28777	P28777	False	P28777	False	40.81	sp|P28777|AROC_YEAST Chorismate synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARO2 PE=1 SV=1	22	5524828.013051622	2441790.6142884586	2429172.0010776813	2033540.6942869117	3459478.0009218864	2262681.2233154853	9.8	True	22.811491347656702	22.002379788265415	22.303418100466022	21.912580402940193	21.685141467488933	22.132439773291154	0	0	0	False	False	False	False	False	False	6	3	3	22.37242974546271	21.910053881240092	0.11106856852946571	0.9965342103788666	22.1412418133514	-0.46237586422261856
262	sp|P28834|IDH1_YEAST	P28834	IDH1_YEAST	IDH1	360	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Isocitrate dehydrogenase [NAD] subunit 1, mitochondrial	1.0	0.999	4	12	12	12	2	1	3	2	3	1	2	1	3	2	3	1	2	1	3	2	3	1	13298334.0	6778333.0	4730556.5	6800068.0	12615182.0	6909273.5	5553089.5	2596528.2	2713856.0	2495163.0	4594229.0	2637478.8		P28834	P28834	False	P28834	False	39.3	sp|P28834|IDH1_YEAST Isocitrate dehydrogenase [NAD] subunit 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IDH1 PE=1 SV=2	19	8194897.871370444	3213237.67348572	2257888.0365306367	3383406.7888758522	6105560.456504403	3348933.4764470425	13.3	True	21.953802895075075	21.461027310696263	21.696282444110846	21.38660323033121	21.662245288627787	21.637785293451714	0	0	0	False	False	False	False	False	False	6	3	3	21.703704216627397	21.562211270803573	0.4814845623115356	0.9965342103788666	21.632957743715487	-0.1414929458238241
263	sp|P29311|BMH1_YEAST	P29311	BMH1_YEAST	BMH1	267	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Protein BMH1	1.0	0.999	14	75	17	75	10	10	13	12	18	12	2	2	3	3	4	3	10	10	13	12	18	12	365265950.0	264209100.0	217917740.0	287294180.0	344974200.0	245153230.0	69142050.0	44999290.0	38475596.0	49602580.0	56683016.0	43487212.0		P29311	P29311	False	P29311	False	30.07	sp|P29311|BMH1_YEAST Protein BMH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BMH1 PE=1 SV=4	15	285113538.6164059	158646342.12332502	131748323.25093369	181063174.67525226	211485683.66090205	150513029.744891	50.9	True	25.592003720560182	25.576273750199025	25.521810041659162	25.699812422585463	25.287267137139512	25.681145110257408	0	0	0	False	False	False	False	False	False	6	3	3	25.56336250413946	25.556074889994125	0.9603913656682808	0.9965342103788666	25.559718697066792	-0.007287614145333521
264	sp|P29453|RL8B_YEAST	P29453	RL8B_YEAST	RPL8B	256	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L8-B	1.0	0.999	16	95	15	95	17	15	15	15	18	15	4	3	2	2	3	1	17	15	15	15	18	15	236196000.0	148642180.0	128817070.0	135811580.0	284914340.0	142686560.0	59784628.0	38447380.0	33034574.0	32667952.0	63601920.0	34444936.0		P29453	P29453	False	P29453	False	28.09	sp|P29453|RL8B_YEAST 60S ribosomal protein L8-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL8B PE=1 SV=3	15	184366151.20309082	89253315.43174274	77879997.188839	85593365.77045174	174666117.00148788	87603114.38473062	44.1	True	25.382214923805112	25.349256800417738	25.301843107543746	25.097273273536963	25.45342093157696	25.34484578827757	0	0	0	False	False	False	False	False	False	6	3	3	25.344438277255534	25.298513331130497	0.7230717538332622	0.9965342103788666	25.321475804193014	-0.04592494612503728
265	sp|P29509|TRXB1_YEAST	P29509	TRXB1_YEAST	TRR1	319	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Thioredoxin reductase 1	1.0	0.999	2	8	8	8	0	2	2	0	2	2	0	2	2	0	2	2	0	2	2	0	2	2	9232506.0	9240091.0	5617825.5	7600439.5	14156548.0	7912821.0	5314709.0	6617287.0	4402702.5	4392712.0	10018935.0	6222390.0		P29509	P29509	False	P29509	False	34.22	sp|P29509|TRXB1_YEAST Thioredoxin reductase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TRR1 PE=1 SV=3	12	9008205.035116192	6935352.7094480125	4245518.801850059	5987589.553664066	10848301.235492304	6072644.150655277	8.5	True	21.89050294784213	22.810683268967693	22.394327633797698	22.20258108053786	22.78707977370918	22.876094617270272	0	0	0	False	False	False	False	False	False	6	3	3	22.36517128353584	22.621918490505774	0.42047820108801737	0.9965342103788666	22.493544887020807	0.2567472069699335
266	sp|P29547|EF1G1_YEAST	P29547	EF1G1_YEAST	CAM1	415	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Elongation factor 1-gamma 1	1.0	0.999	3	9	9	11	2	2	0	2	2	1	2	2	0	2	2	1	3	2	0	2	3	1	22643502.0	13106846.0	7846310.0	14244928.0	18773956.0	10568237.0	18338866.0	10828425.0	6047474.0	11645780.0	16645987.0	8164301.0		P29547	P29547	False	P29547	False	47.06	sp|P29547|EF1G1_YEAST Elongation factor 1-gamma 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CAM1 PE=1 SV=2	25	10604824.756133437	4722062.581509269	2846224.964173271	5386601.051299525	6905599.757337842	3893052.6102357884	5.1	True	23.677344773074037	23.52119492892589	22.852270933827988	23.60920453075762	23.51952502922102	23.26795516831397	0	0	0	False	False	False	False	False	False	6	3	3	23.35027021194264	23.46556157609754	0.6505734914125003	0.9965342103788666	23.40791589402009	0.11529136415489916
267	sp|P29952|MPI_YEAST	P29952	MPI_YEAST	PMI40	429	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Mannose-6-phosphate isomerase	1.0	0.997	2	3	3	3	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	6213680.0	2883319.8	1701670.2	2818274.8	2761875.5	2208293.8	3628399.0	1663411.0	1006857.94	1625027.6	1616084.1	1275055.0		P29952	P29952	False	P29952	False	48.16	sp|P29952|MPI_YEAST Mannose-6-phosphate isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PMI40 PE=1 SV=4	25	2910105.8436407596	1038786.6415844656	617275.6625763859	1065707.1766548038	1015897.0641348757	813475.6953555743	4.0	True	21.339845358603856	20.818588094156915	20.26579841661299	20.767933387179603	20.154924795765208	20.58918527558376	0	0	0	False	False	False	False	False	False	6	3	3	20.808077289791257	20.50401448617619	0.40898649730251824	0.9965342103788666	20.656045887983723	-0.3040628036150679
268	sp|P30656|PSB5_YEAST	P30656	PSB5_YEAST	PRE2	287	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Proteasome subunit beta type-5	0.9529	0.9987	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	729973.75	0.0	580882.44	392678.22	824971.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0		P30656	P30656	False	P30656	False	31.62	sp|P30656|PSB5_YEAST Proteasome subunit beta type-5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRE2 PE=1 SV=3	15	569791.4053023219	0.0	351188.8819878138	247480.0051258509	505747.02214658627	0.0	3.5	False							6	3	3	True	True	True	True	True	True	0	0	0						
269	sp|P30665|MCM4_YEAST	P30665	MCM4_YEAST	MCM4	933	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	DNA replication licensing factor MCM4	0.5717	0.9806	1	2	2	2	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		P30665	P30665	False	P30665	False	104.94	sp|P30665|MCM4_YEAST DNA replication licensing factor MCM4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MCM4 PE=1 SV=2	54	0.0	0.0	0.0	0.0	0.0	0.0	1.0	False							6	3	3	True	True	True	True	True	True	0	0	0						
270	sp|P31116|DHOM_YEAST	P31116	DHOM_YEAST	HOM6	359	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Homoserine dehydrogenase	1.0	0.9987	4	23	23	23	4	4	4	5	3	3	4	4	4	5	3	3	4	4	4	5	3	3	50985540.0	37095380.0	32831800.0	40757900.0	60186624.0	28655976.0	23659162.0	17669608.0	16062522.0	19909428.0	25556022.0	14175904.0		P31116	P31116	False	P31116	False	38.48	sp|P31116|DHOM_YEAST Homoserine dehydrogenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HOM6 PE=1 SV=1	20	29848116.956292342	16705650.032516146	14887043.842701852	19265326.138254344	27672959.29061142	13195107.916965492	10.0	True	24.04483931648965	24.227641545533807	24.261564797390424	24.382849033384264	24.13801390036207	24.063994629854168	0	0	0	False	False	False	False	False	False	6	3	3	24.178015219804625	24.194952521200165	0.9017900028682203	0.9965342103788666	24.186483870502393	0.01693730139554006
271	sp|P31373|CYS3_YEAST	P31373	CYS3_YEAST	CYS3	394	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Cystathionine gamma-lyase	1.0	0.9962	4	11	11	11	3	1	1	2	2	2	3	1	1	2	2	2	3	1	1	2	2	2	14111604.0	9596657.0	1337199.2	9127445.0	2170963.2	8363642.0	7306646.0	3704468.0	2544344.5	3204658.2	3855613.0	3501116.5		P31373	P31373	False	P31373	False	42.52	sp|P31373|CYS3_YEAST Cystathionine gamma-lyase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYS3 PE=1 SV=2	16	10326575.109160433	5402235.848645314	757913.9400225483	5392917.837216187	1247722.7551219582	4813967.8949019695	9.4	True	22.34972155866289	21.97370978801661	21.603232294559998	21.747639656803745	21.409382769776805	22.04644086432437	0	0	0	False	False	False	False	False	False	6	3	3	21.975554547079835	21.734487763634974	0.3924646245613995	0.9965342103788666	21.855021155357406	-0.241066783444861
272	sp|P31412|VATC_YEAST	P31412	VATC_YEAST	VMA5	392	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	V-type proton ATPase subunit C	1.0	0.9984	4	10	10	10	3	2	1	0	2	2	3	2	1	0	2	2	3	2	1	0	2	2	4899201.5	2244390.5	1910912.2	5863552.5	8351879.5	6065094.0	4328856.0	2204421.2	1805461.4	1962375.8	2977042.2	2769476.0		P31412	P31412	False	P31412	False	44.16	sp|P31412|VATC_YEAST V-type proton ATPase subunit C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VMA5 PE=1 SV=4	24	2390088.434296647	842288.227206549	722059.9566313211	2309639.1791791	3200063.486470461	2327308.9080540566	8.9	True	21.594498056715803	21.22484332337188	21.108305848618283	21.040070513442323	21.03630219090946	21.70823883224369	0	0	0	False	False	False	False	False	False	6	3	3	21.309215742901987	21.261537178865158	0.8611456453532497	0.9965342103788666	21.285376460883572	-0.04767856403682913
