	Protein	Protein ID	Protein entry name	Gene name	Protein length	Organism	Protein Existence	Protein name	Protein Probability	Top Peptide Probability	Total peptides	Spectral count Combined	Unique spectral count Combined	Total spectral count Combined	Spectral count Ctrl_untreated_1	Spectral count Ctrl_untreated_2	Spectral count Ctrl_untreated_3	Spectral count GFP_Atg8_untreated_1	Spectral count GFP_Atg8_untreated_2	Spectral count GFP_Atg8_untreated_3	Unique spectral count Ctrl_untreated_1	Unique spectral count Ctrl_untreated_2	Unique spectral count Ctrl_untreated_3	Unique spectral count GFP_Atg8_untreated_1	Unique spectral count GFP_Atg8_untreated_2	Unique spectral count GFP_Atg8_untreated_3	Total spectral count Ctrl_untreated_1	Total spectral count Ctrl_untreated_2	Total spectral count Ctrl_untreated_3	Total spectral count GFP_Atg8_untreated_1	Total spectral count GFP_Atg8_untreated_2	Total spectral count GFP_Atg8_untreated_3	Intensity Ctrl_untreated_1	Intensity Ctrl_untreated_2	Intensity Ctrl_untreated_3	Intensity GFP_Atg8_untreated_1	Intensity GFP_Atg8_untreated_2	Intensity GFP_Atg8_untreated_3	LFQ intensity Ctrl_untreated_1	LFQ intensity Ctrl_untreated_2	LFQ intensity Ctrl_untreated_3	LFQ intensity GFP_Atg8_untreated_1	LFQ intensity GFP_Atg8_untreated_2	LFQ intensity GFP_Atg8_untreated_3	Indistinguishable Proteins	Protein reported by software	Representative protein	Potential contaminant	Leading proteins	Leading potential contaminants	Molecular weight [kDa]	Fasta header	iBAQ peptides	iBAQ intensity Ctrl_untreated_1	iBAQ intensity Ctrl_untreated_2	iBAQ intensity Ctrl_untreated_3	iBAQ intensity GFP_Atg8_untreated_1	iBAQ intensity GFP_Atg8_untreated_2	iBAQ intensity GFP_Atg8_untreated_3	Sequence coverage	Valid	Expression Ctrl_untreated_1	Expression Ctrl_untreated_2	Expression Ctrl_untreated_3	Expression GFP_Atg8_untreated_1	Expression GFP_Atg8_untreated_2	Expression GFP_Atg8_untreated_3	Missing total	Missing Ctrl_untreated	Missing GFP_Atg8_untreated	Missing Ctrl_untreated_1	Missing Ctrl_untreated_2	Missing Ctrl_untreated_3	Missing GFP_Atg8_untreated_1	Missing GFP_Atg8_untreated_2	Missing GFP_Atg8_untreated_3	Events total	Events Ctrl_untreated	Events GFP_Atg8_untreated	Expression Ctrl_untreated	Expression GFP_Atg8_untreated	P-value GFP_Atg8_untreated vs Ctrl_untreated	Adjusted p-value GFP_Atg8_untreated vs Ctrl_untreated	Average expression GFP_Atg8_untreated vs Ctrl_untreated	Ratio [log2] GFP_Atg8_untreated vs Ctrl_untreated
158	sp|P26785|RL16B_YEAST	P26785	RL16B_YEAST	RPL16B	198	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L16-B	1.0	0.999	7	38	25	38	6	5	7	6	7	7	4	4	4	4	4	5	6	5	7	6	7	7	36465436.0	33188758.0	55286140.0	43297692.0	76441170.0	45829268.0	11675448.0	10319511.0	15698321.0	13250660.0	23057156.0	14378635.0		P26785	P26785	False	P26785	False	22.24	sp|P26785|RL16B_YEAST 60S ribosomal protein L16-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL16B PE=1 SV=3	11	22843723.810149815	20147946.66845168	36549988.360117	26822650.020708874	52110410.837751605	28774159.72917939	27.8	True	23.776829502890664	23.761689573797454	23.71509632000286	23.700354682601475	23.9630326771942	23.658645529521994	0	0	0	False	False	False	False	False	False	6	3	3	23.751205132230325	23.77401096310589	0.8588456454694027	0.9841555191928069	23.76260804766811	0.022805830875565647
159	sp|P26786|RS7A_YEAST	P26786	RS7A_YEAST	RPS7A	190	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	40S ribosomal protein S7-A	1.0	0.999	7	33	16	33	5	6	7	6	4	5	2	3	4	3	2	2	5	6	7	6	4	5	30999542.0	25513704.0	35481788.0	31031526.0	43960108.0	32767580.0	9777592.0	8590252.0	11544862.0	9816480.0	13933614.0	10779712.0		P26786	P26786	False	P26786	False	21.61	sp|P26786|RS7A_YEAST 40S ribosomal protein S7-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS7A PE=1 SV=4	11	19419621.79443403	15488640.686905557	23457216.191908844	19223836.72336456	29967873.180799447	20573306.57907659	41.6	True	23.520902704912537	23.497087324303916	23.27173698295188	23.267568161993328	23.236387605673475	23.243037440246024	0	0	0	False	False	False	False	False	False	6	3	3	23.42990900405611	23.248997735970942	0.1787644697055913	0.9841555191928069	23.339453370013526	-0.18091126808516833
160	sp|P27476|NSR1_YEAST	P27476	NSR1_YEAST	NSR1	414	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Nuclear localization sequence-binding protein	1.0	0.999	34	660	660	660	85	80	140	103	172	80	85	80	140	103	172	80	85	80	140	103	172	80	4135025200.0	3693420800.0	18952060000.0	8927401000.0	30671458000.0	7716836000.0	616939140.0	556037570.0	2926739500.0	1396580700.0	5384365600.0	1246950500.0		P27476	P27476	False	P27476	False	44.51	sp|P27476|NSR1_YEAST Nuclear localization sequence-binding protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NSR1 PE=1 SV=1	20	1424709565.771961	1233193628.8909209	6891124336.409297	3041758067.3731875	11499905777.934376	2664782021.3348155	54.6	True	29.500407865933113	29.51342542516404	31.25763658623094	30.42004559264162	31.830450665859264	30.096979191553032	0	0	0	False	False	False	False	False	False	6	3	3	30.090489959109366	30.78249181668464	0.34303593586801134	0.9841555191928069	30.436490887897	0.6920018575752742
161	sp|P27614|CBPS_YEAST	P27614	CBPS_YEAST	CPS1	576	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Carboxypeptidase S	1.0	0.999	7	13	13	13	1	1	3	0	7	1	1	1	3	0	7	1	1	1	3	0	7	1	1962117.8	2098443.2	21974712.0	6465618.0	41964916.0	2464880.5	1460325.1	0.0	10367546.0	3664587.5	20276566.0	0.0		P27614	P27614	False	P27614	False	64.56	sp|P27614|CBPS_YEAST Carboxypeptidase S OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CPS1 PE=1 SV=2	25	540833.0761962825	560518.1591720015	6392148.300450101	1762380.4027222071	12587405.006411646	680939.1041757291	11.5	True	20.777713079211562	19.127876128355435	23.11656050318794	21.84601317950328	23.777631444381903	20.117096614961746	2	1	1	False	True	False	False	False	True	4	2	2	21.00738323691831	21.913580412948978	0.52019223506377	0.9841555191928069	21.460481824933645	0.9061971760306662
162	sp|P27882|ERV1_YEAST	P27882	ERV1_YEAST	ERV1	189	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Mitochondrial FAD-linked sulfhydryl oxidase ERV1	1.0	0.999	16	145	145	145	24	23	25	21	24	28	24	23	25	21	24	28	24	23	25	21	24	28	482642100.0	442555550.0	530235170.0	655987460.0	668081600.0	755175900.0	64659196.0	58515230.0	67950370.0	85383736.0	89833980.0	102190430.0		P27882	P27882	False	P27882	False	21.63	sp|P27882|ERV1_YEAST Mitochondrial FAD-linked sulfhydryl oxidase ERV1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERV1 PE=1 SV=2	11	302350500.66453916	268662829.1190439	350541551.49237514	406380138.1735026	455435292.90750563	474141371.1915888	77.2	True	26.24620716256163	26.26512713466794	25.828967461509382	26.38825175184323	25.925079355764545	26.48790699690133	0	0	0	False	False	False	False	False	False	6	3	3	26.11343391957965	26.267079368169703	0.4808468251012735	0.9841555191928069	26.190256643874676	0.1536454485900549
163	sp|P28007|GAR1_YEAST	P28007	GAR1_YEAST	GAR1	205	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	H/ACA ribonucleoprotein complex subunit GAR1	1.0	0.999	3	7	7	7	0	0	2	1	3	1	0	0	2	1	3	1	0	0	2	1	3	1	729123.56	410268.44	9796724.0	896484.25	16825888.0	1100943.2	0.0	0.0	5446068.5	0.0	8427880.0	0.0		P28007	P28007	False	P28007	False	21.47	sp|P28007|GAR1_YEAST H/ACA ribonucleoprotein complex subunit GAR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GAR1 PE=1 SV=1	7	717763.3303777042	391383.53129590943	10177626.099520132	872718.6268467165	18024773.26268394	1086223.734283555	13.7	False			22.18777308845813		22.511059781058922		4	2	2	True	True	False	True	False	True	2	1	1	22.18777308845813	22.511059781058922			22.349416434758524	0.32328669260079224
164	sp|P28241|IDH2_YEAST	P28241	IDH2_YEAST	IDH2	369	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Isocitrate dehydrogenase [NAD] subunit 2, mitochondrial	1.0	0.999	3	5	5	5	0	0	1	1	3	0	0	0	1	1	3	0	0	0	1	1	3	0	487447.66	850893.44	2975766.0	2305818.0	4676103.0	0.0	0.0	543810.7	1823240.4	1182716.1	2331896.0	0.0		P28241	P28241	False	P28241	False	39.71	sp|P28241|IDH2_YEAST Isocitrate dehydrogenase [NAD] subunit 2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IDH2 PE=1 SV=1	12	279914.1925483946	473507.00335087685	1803354.8421701342	1309403.207681293	2922083.885932662	0.0	14.9	True	19.136511184589793	19.515563313198676	20.6090627577287	20.21446617699049	20.65739345586673	18.968111865556818	2	1	1	True	False	False	False	False	True	4	2	2	19.753712418505724	19.946657166138014	0.7696276747480588	0.9841555191928069	19.85018479232187	0.1929447476322892
165	sp|P28272|PYRD_YEAST	P28272	PYRD_YEAST	URA1	314	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Dihydroorotate dehydrogenase (fumarate)	0.6734	0.987	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	590978.1	410086.06	370806.8	427785.1	511110.47	742658.56	0.0	0.0	0.0	0.0	0.0	0.0		P28272	P28272	False	P28272	False	34.78	sp|P28272|PYRD_YEAST Dihydroorotate dehydrogenase (fumarate) OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=URA1 PE=1 SV=1	15	271492.79194452905	182564.454967774	179771.1885382419	194340.81341658797	255513.22001563598	341940.34596189484	2.5	False							6	3	3	True	True	True	True	True	True	0	0	0						
166	sp|P29311|BMH1_YEAST	P29311	BMH1_YEAST	BMH1	267	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Protein BMH1	1.0	0.999	9	27	10	27	5	6	6	3	4	3	1	2	2	1	2	2	5	6	6	3	4	3	49121804.0	35162612.0	61059164.0	57593430.0	62299370.0	46499504.0	13929035.0	12058312.0	16234420.0	17414664.0	19666860.0	17353452.0		P29311	P29311	False	P29311	False	30.07	sp|P29311|BMH1_YEAST Protein BMH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BMH1 PE=1 SV=4	15	22566345.03598684	15653892.490330713	29602149.915889982	26164431.70566558	31144563.784117967	21409645.483405605	40.4	True	24.031446905927066	23.986342928564948	23.763541897815514	24.094593099882964	23.733584739504373	23.929941482430653	0	0	0	False	False	False	False	False	False	6	3	3	23.927110577435844	23.919373107272662	0.9588124586127346	0.9841555191928069	23.92324184235425	-0.0077374701631818255
167	sp|P29453|RL8B_YEAST	P29453	RL8B_YEAST	RPL8B	256	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	60S ribosomal protein L8-B	1.0	0.999	20	106	11	106	17	14	22	15	23	15	1	1	3	1	4	1	17	14	22	15	23	15	77232210.0	69061130.0	154907460.0	95768790.0	239630580.0	102881896.0	17229574.0	16256630.0	30006604.0	20074074.0	51042984.0	24303584.0		P29453	P29453	False	P29453	False	28.09	sp|P29453|RL8B_YEAST 60S ribosomal protein L8-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL8B PE=1 SV=3	15	35480144.39273837	30745028.392110147	75100829.32039048	43507323.066002995	119795591.56754206	47369643.34115489	61.7	True	24.33823862554196	24.417343182587157	24.649766105842584	24.299623901149374	25.10953077568273	24.415887886731575	0	0	0	False	False	False	False	False	False	6	3	3	24.46844930465723	24.60834752118789	0.584371930080995	0.9841555191928069	24.53839841292256	0.1398982165306606
168	sp|P29509|TRXB1_YEAST	P29509	TRXB1_YEAST	TRR1	319	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Thioredoxin reductase 1	0.9643	0.999	1	2	2	2	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1262804.2	2141079.2	1787039.9	1429049.0	2035792.9	1729240.9	0.0	0.0	0.0	0.0	0.0	0.0		P29509	P29509	False	P29509	False	34.22	sp|P29509|TRXB1_YEAST Thioredoxin reductase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TRR1 PE=1 SV=3	12	725158.5082790662	1191472.3375101974	1082970.588687495	811513.0268450258	1272161.376296913	995237.3530802942	4.7	False							6	3	3	True	True	True	True	True	True	0	0	0						
169	sp|P31116|DHOM_YEAST	P31116	DHOM_YEAST	HOM6	359	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Homoserine dehydrogenase	0.9995	0.9989	2	6	6	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4359966.0	3142046.0	5925560.0	5743224.0	7985048.0	6518672.0	2878649.2	2013021.2	3834462.2	3566637.5	5201606.5	4109847.2		P31116	P31116	False	P31116	False	38.48	sp|P31116|DHOM_YEAST Homoserine dehydrogenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HOM6 PE=1 SV=1	20	1502212.1912680273	1049095.4913348085	2154582.1785522774	1956840.2869694447	2993900.701827847	2251031.3745916933	4.7	True	21.75681548806553	21.403749236014693	21.681582207578963	21.806926960287136	21.81484727246144	21.85187546797554	0	0	0	False	False	False	False	False	False	6	3	3	21.614048977219728	21.82454990024137	0.25706176790272917	0.9841555191928069	21.71929943873055	0.21050092302164103
170	sp|P31373|CYS3_YEAST	P31373	CYS3_YEAST	CYS3	394	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Cystathionine gamma-lyase	0.9641	0.999	1	5	5	5	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	2372802.8	2196845.0	2898804.8	2858898.0	3425763.0	3124658.5	0.0	0.0	0.0	0.0	0.0	0.0		P31373	P31373	False	P31373	False	42.52	sp|P31373|CYS3_YEAST Cystathionine gamma-lyase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYS3 PE=1 SV=2	16	1021926.9180180851	916878.7569713404	1317536.4778142907	1217610.2618355935	1605562.3976831245	1348760.9743182005	2.8	False							6	3	3	True	True	True	True	True	True	0	0	0						
171	sp|P32288|GLNA_YEAST	P32288	GLNA_YEAST	GLN1	370	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Glutamine synthetase	1.0	0.9989	3	13	13	13	2	2	2	2	2	3	2	2	2	2	2	3	2	2	2	2	2	3	10563082.0	10200925.0	14688726.0	13173281.0	17808806.0	13374508.0	4972711.5	5038354.5	8159413.0	6463912.0	8832134.0	6514041.5		P32288	P32288	False	P32288	False	41.74	sp|P32288|GLNA_YEAST Glutamine synthetase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GLN1 PE=1 SV=4	16	4549344.696083598	4257474.439005879	6676176.442656364	5610526.19843165	8346505.365734178	5773115.50721673	6.5	True	22.545456232437253	22.727339504088643	22.771023326273404	22.66476992458827	22.578652069173128	22.51634362198819	0	0	0	False	False	False	False	False	False	6	3	3	22.6812730209331	22.586588538583197	0.49474151202607397	0.9841555191928069	22.63393077975815	-0.0946844823499049
172	sp|P32324|EF2_YEAST	P32324	EF2_YEAST	EFT2	842	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Elongation factor 2	1.0	0.999	22	104	104	104	18	16	18	16	15	21	18	16	18	16	15	21	18	16	18	16	15	21	86149850.0	84790720.0	127083576.0	90736740.0	159879460.0	137827020.0	19282302.0	18432690.0	26786942.0	21543366.0	33674268.0	28560784.0		P32324	P32324	False	P32324	False	93.23	sp|P32324|EF2_YEAST Elongation factor 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EFT2 PE=1 SV=1	46	12905501.012773342	12309005.585786015	20090708.58217869	13441723.62303154	26063017.62242856	20693261.65543326	34.4	True	24.500628890749656	24.598581592935712	24.486015947172724	24.401534140655635	24.50946468860002	24.64875438813134	0	0	0	False	False	False	False	False	False	6	3	3	24.528408810286027	24.519917739129	0.9400868516748334	0.9841555191928069	24.52416327470751	-0.008491071157028074
173	sp|P32471|EF1B_YEAST	P32471	EF1B_YEAST	EFB1	206	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Elongation factor 1-beta	0.9925	0.997	2	3	3	3	0	2	0	1	0	0	0	2	0	1	0	0	0	2	0	1	0	0	4178975.5	7872122.0	7516840.0	11011448.0	10931886.0	11543326.0	3400388.5	5623277.5	5331359.0	7597302.0	7562816.0	8425451.0		P32471	P32471	False	P32471	False	22.61	sp|P32471|EF1B_YEAST Elongation factor 1-beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EFB1 PE=1 SV=4	11	2617913.6355693853	4778940.333457046	4969426.595976169	6821523.325659823	7452333.221632598	7247541.159286886	9.7	True	21.99712308525374	22.88579811341998	22.15706129264756	22.897849538169933	22.35481352771386	22.887544624389864	0	0	0	False	False	False	False	False	False	6	3	3	22.346660830440428	22.71340256342455	0.26477054587086246	0.9841555191928069	22.53003169693249	0.36674173298412427
174	sp|P32473|ODPB_YEAST	P32473	ODPB_YEAST	PDB1	366	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	0.9643	0.999	1	3	3	3	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1690405.1	1472686.1	2446477.0	1700091.8	3989389.0	1929784.4	0.0	0.0	0.0	0.0	0.0	0.0		P32473	P32473	False	P32473	False	40.03	sp|P32473|ODPB_YEAST Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PDB1 PE=1 SV=2	16	728029.515998992	614642.6355873861	1111948.858934438	724072.4299161934	1869718.6489931387	832992.7534698796	4.1	False							6	3	3	True	True	True	True	True	True	0	0	0						
175	sp|P32481|IF2G_YEAST	P32481	IF2G_YEAST	GCD11	527	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 2 subunit gamma	1.0	0.999	4	8	8	8	0	1	3	1	2	1	0	1	3	1	2	1	0	1	3	1	2	1	1995035.9	2981994.2	5549015.0	3552141.8	8116792.5	3652331.0	1319270.0	1044724.8	3127951.2	2257584.8	3475648.2	1322290.8		P32481	P32481	False	P32481	False	57.83	sp|P32481|IF2G_YEAST Eukaryotic translation initiation factor 2 subunit gamma OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCD11 PE=1 SV=1	25	549906.5361514069	796524.7282583514	1614133.8644812326	968233.0592389444	2434637.413560044	1008979.9482341008	9.7	True	20.63116335399171	20.45750982959404	21.38777596486731	21.14714254690088	21.233172070579116	20.21583020223146	0	0	0	False	False	False	False	False	False	6	3	3	20.825483049484355	20.865381606570484	0.9256755970633533	0.9841555191928069	20.84543232802742	0.039898557086129216
176	sp|P32495|NHP2_YEAST	P32495	NHP2_YEAST	NHP2	156	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	H/ACA ribonucleoprotein complex subunit NHP2	1.0	0.999	5	33	33	33	4	4	6	6	7	6	4	4	6	6	7	6	4	4	6	6	7	6	51347924.0	42265428.0	110288050.0	86081140.0	107015680.0	52711650.0	16389318.0	14218146.0	30668562.0	23264762.0	29304376.0	17734008.0		P32495	P32495	False	P32495	False	17.11	sp|P32495|NHP2_YEAST H/ACA ribonucleoprotein complex subunit NHP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NHP2 PE=1 SV=2	5	70767044.90732647	56447894.084473595	160406555.35495883	117318804.00294814	160497128.86313733	72809663.0457837	31.4	True	24.266107415653728	24.224048319395095	24.681246577322852	24.51243689047824	24.308934220673866	23.961237437371388	0	0	0	False	False	False	False	False	False	6	3	3	24.39046743745722	24.260869516174495	0.5452124965153933	0.9841555191928069	24.325668476815856	-0.12959792128272696
177	sp|P32527|ZUO1_YEAST	P32527	ZUO1_YEAST	ZUO1	433	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Zuotin	1.0	0.999	4	13	13	13	3	1	4	2	2	1	3	1	4	2	2	1	3	1	4	2	2	1	8359842.5	4467951.5	10178085.0	9133063.0	11064358.0	10664797.0	3588179.5	2816766.5	4198185.5	4728356.5	4557725.5	6596973.0		P32527	P32527	False	P32527	False	48.99	sp|P32527|ZUO1_YEAST Zuotin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ZUO1 PE=1 SV=1	20	2880356.7093368582	1491801.1302675377	3700835.1198520064	3111831.5465024556	4148452.1046679434	3682773.52360287	10.2	True	22.07467556259653	21.888426844370958	21.812323874525617	22.21370118058834	21.62420404594226	22.53459491131103	0	0	0	False	False	False	False	False	False	6	3	3	21.925142093831038	22.124166712613874	0.4839195697626043	0.9841555191928069	22.024654403222456	0.19902461878283617
178	sp|P32578|SIP1_YEAST	P32578	SIP1_YEAST	SIP1	815	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	SNF1 protein kinase subunit beta-1	1.0	0.999	2	3	3	3	0	0	1	0	2	0	0	0	1	0	2	0	0	0	1	0	2	0	0.0	0.0	10882801.0	1645125.5	16702512.0	930066.75	0.0	0.0	6626307.0	0.0	9885219.0	0.0		P32578	P32578	False	P32578	False	91.01	sp|P32578|SIP1_YEAST SNF1 protein kinase subunit beta-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SIP1 PE=1 SV=2	35	0.0	0.0	2261186.0759470984	320302.70857530803	3578521.284787556	183526.3759870572	3.9	False			22.470763005640748		22.74116293669919		4	2	2	True	True	False	True	False	True	2	1	1	22.470763005640748	22.74116293669919			22.60596297116997	0.2703999310584422
179	sp|P32582|CBS_YEAST	P32582	CBS_YEAST	CYS4	507	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Cystathionine beta-synthase	0.9999	0.9989	2	3	3	3	0	0	0	2	1	0	0	0	0	2	1	0	0	0	0	2	1	0	6799749.5	4134937.0	7871256.5	11633458.0	15340444.0	10779685.0	5264660.5	3881523.2	6415275.5	9251923.0	11141743.0	8255460.5		P32582	P32582	False	P32582	False	55.99	sp|P32582|CBS_YEAST Cystathionine beta-synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYS4 PE=1 SV=1	28	1673451.2209611388	986150.8264845535	2044323.8369892193	2831264.3226132947	4108371.9451968926	2658890.507498576	4.9	True	22.627763998951608	22.351009780649505	22.42406918219904	23.182115626341364	22.91379304709211	22.85813940375955	0	0	0	False	False	False	False	False	False	6	3	3	22.467614320600052	22.984682692397673	0.016363710660764204	0.9531861459895149	22.726148506498863	0.5170683717976203
180	sp|P32583|SRP40_YEAST	P32583	SRP40_YEAST	SRP40	406	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Suppressor protein SRP40	1.0	0.999	11	113	113	113	18	20	19	19	18	19	18	20	19	19	18	19	18	20	19	19	18	19	3554004700.0	3171552000.0	3417924900.0	4168982300.0	4095470600.0	4550499300.0	1735443000.0	1603122200.0	2988639700.0	2501215700.0	3849482500.0	2312158700.0		P32583	P32583	False	P32583	False	40.99	sp|P32583|SRP40_YEAST Suppressor protein SRP40 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SRP40 PE=1 SV=2	7	3498630944.8703227	3025563510.194945	3550815728.649673	4058463389.8523774	4387282797.139036	4489659723.136219	24.9	True	30.992511764991765	31.041055555612495	31.287831225784682	31.260776130056	31.346338805245992	30.98781541941261	0	0	0	False	False	False	False	False	False	6	3	3	31.107132848796315	31.1983101182382	0.5879582598367543	0.9841555191928069	31.152721483517258	0.09117726944188576
181	sp|P32589|HSP7F_YEAST	P32589	HSP7F_YEAST	SSE1	693	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	Heat shock protein homolog SSE1	1.0	0.999	7	15	14	15	1	3	2	2	3	4	1	3	2	2	3	3	1	3	2	2	3	4	12844226.0	12476178.0	18675246.0	18178540.0	22708490.0	22245728.0	5621949.5	4988301.0	5725592.5	6325101.5	6561616.5	8041830.0		P32589	P32589	False	P32589	False	77.32	sp|P32589|HSP7F_YEAST Heat shock protein homolog SSE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSE1 PE=1 SV=4	37	2392127.863804166	2251709.2690886734	3670525.674269008	3348011.1641866327	4602315.521523961	4152382.1299162405	11.0	True	22.722493993736787	22.71293539175217	22.25998295488676	22.633450998452634	22.14994128512584	22.820314549683648	0	0	0	False	False	False	False	False	False	6	3	3	22.56513744679191	22.53456894442071	0.9025759459592663	0.9841555191928069	22.54985319560631	-0.030568502371199457
182	sp|P32835|GSP1_YEAST	P32835	GSP1_YEAST	GSP1	219	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292	1:Experimental evidence at protein level	GTP-binding nuclear protein GSP1/CNR1	0.9616	0.9989	1	4	0	4	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	7353201.5	8587948.0	11122659.0	11610038.0	13031441.0	14604059.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P32836|GSP2_YEAST	P32835	P32835	False	P32835;P32836	False;False	24.79	sp|P32835|GSP1_YEAST GTP-binding nuclear protein GSP1/CNR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GSP1 PE=1 SV=1	11	4606403.285192569	5213497.844524229	7353254.486269988	7192346.095517766	8883612.643787643	9169239.324537322	5.0	False							6	3	3	True	True	True	True	True	True	0	0	0						
